,school,sex,address,Pstatus,Pedu,reason,guardian,traveltime,studytime,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
100,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,3,14,2,2,2
101,0,1,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,3,3,2,0,0,3,0,3,1,1
102,0,1,0,1,1,2,2,0,0,1,0,1,0,1,0,0,1,4,2,2,0,0,4,4,1,3,3
103,0,0,0,1,0,1,2,1,1,0,0,0,1,0,0,0,1,3,2,4,0,0,1,26,2,2,2
104,0,1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,4,3,3,0,0,0,0,3,1,1
105,0,0,0,0,0,3,0,0,3,0,1,1,1,0,0,1,1,3,2,2,0,0,3,10,1,3,3
106,0,0,0,1,0,2,2,0,3,0,0,0,1,0,0,0,1,4,0,1,0,0,2,8,2,2,2
107,0,1,0,1,0,1,0,0,2,1,0,1,0,0,0,0,1,4,2,2,0,0,4,2,3,1,1
108,0,1,1,1,1,1,0,3,3,1,0,0,0,0,0,0,0,0,2,4,2,4,0,6,1,3,3
109,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,4,3,4,0,0,3,4,1,1,1
110,0,1,0,0,1,2,2,0,0,1,1,1,0,0,0,0,1,4,4,2,0,0,3,6,3,1,1
111,0,0,1,1,0,3,0,0,2,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,2,3,3
112,0,0,0,1,0,1,2,0,1,0,1,1,0,0,0,0,1,2,0,1,0,0,4,6,1,3,3
113,0,1,0,1,0,2,2,0,0,1,1,1,1,0,0,0,1,2,4,1,0,0,2,10,3,1,1
114,0,1,1,1,2,3,2,0,1,1,1,1,0,0,0,0,0,4,3,1,0,0,4,8,2,2,2
115,0,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,1,4,3,3,0,1,4,2,3,1,1
116,0,1,0,1,1,3,0,1,1,1,0,1,0,0,0,1,1,3,3,2,0,0,1,2,1,3,3
117,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,4,3,1,0,0,4,0,1,3,3
118,0,1,1,1,0,2,0,2,1,1,0,1,0,0,0,0,1,4,1,3,0,3,4,20,2,2,2
119,0,1,0,1,0,3,0,0,0,1,1,1,1,0,0,0,1,2,3,2,0,1,3,6,1,3,3
120,0,0,0,1,2,2,2,0,1,1,1,1,1,1,0,0,1,2,1,2,0,1,0,2,3,1,1
121,0,1,0,1,0,1,0,0,3,1,0,0,0,0,0,0,1,4,4,3,0,1,4,6,3,3,1
122,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,3,1,1,0,1,4,2,1,3,3
123,0,1,0,1,1,2,2,0,0,1,0,1,0,0,0,0,1,2,3,3,0,3,4,18,1,3,3
124,0,0,0,1,0,1,2,0,1,1,1,0,1,0,0,0,0,4,3,3,0,0,4,0,2,2,2
125,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,4,4,4,2,1,4,0,1,3,3
126,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,4,2,1,0,0,0,0,2,3,3
127,0,0,0,1,2,2,1,0,1,1,0,1,1,1,1,1,1,2,3,1,0,0,4,2,2,2,2
128,0,1,1,1,0,3,2,0,0,1,0,1,0,0,0,0,1,2,2,2,0,1,3,0,2,0,0
129,0,1,1,1,1,2,2,0,0,1,1,0,0,0,0,0,1,2,4,4,1,4,3,8,3,1,1
130,0,0,1,1,0,2,0,1,2,1,0,1,1,0,0,0,0,3,1,1,1,1,4,0,1,0,0
131,0,0,0,1,2,2,2,2,0,1,0,1,0,1,0,0,0,3,2,2,0,1,3,0,2,0,0
132,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,2,3,3,0,2,4,12,1,3,3
133,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,1,2,1,0,0,3,4,16,1,3,3
134,0,1,1,1,0,2,2,3,1,1,0,1,1,0,0,1,0,4,2,2,0,0,4,0,2,0,0
135,0,0,0,1,1,2,2,0,2,1,0,1,0,0,0,0,0,3,2,2,0,0,4,0,1,0,0
136,0,1,1,1,0,2,2,2,1,1,1,1,1,0,0,1,1,4,3,4,1,3,4,0,1,0,0
137,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,3,2,1,0,0,4,0,0,0,0
138,0,1,0,1,2,2,2,0,1,1,1,1,1,0,0,1,0,3,3,3,0,2,4,0,1,3,3
139,0,0,0,1,1,2,2,1,0,1,1,1,0,0,0,0,1,3,2,1,0,0,4,0,3,1,1
140,0,1,0,1,0,2,0,1,3,0,0,1,1,0,0,0,1,1,1,1,0,0,2,0,2,2,0
141,0,1,0,1,0,3,0,1,0,1,0,1,0,0,0,0,1,1,2,2,1,1,1,8,2,2,2
142,0,0,0,1,1,2,2,0,2,1,0,0,0,0,0,0,1,3,1,1,0,0,4,2,2,3,3
143,0,0,0,1,2,2,2,0,0,1,1,1,1,0,0,0,1,2,3,3,2,2,0,2,1,3,3
144,0,1,0,1,2,1,2,0,0,1,0,1,1,0,0,0,1,4,3,4,0,1,4,0,2,0,0
145,0,0,0,1,2,2,0,0,1,1,0,0,1,0,0,0,1,3,3,1,0,1,4,0,2,3,3
146,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,2,2,1,0,0,2,0,2,2,0
147,0,0,0,1,2,2,2,0,1,1,0,0,1,1,0,0,1,3,2,1,0,0,4,2,1,3,3
148,0,1,0,1,1,2,2,0,0,1,0,1,1,0,1,0,0,2,2,1,1,0,4,0,2,2,0
149,0,1,0,0,2,2,2,3,0,1,1,1,1,0,0,0,1,3,4,4,1,4,4,0,2,2,3
150,0,1,0,1,2,2,2,0,0,1,1,1,1,0,1,0,0,1,2,4,1,4,3,0,2,2,0
151,0,1,0,1,2,2,2,0,0,1,1,1,0,0,0,1,0,3,3,3,2,4,4,6,1,3,3
152,0,0,1,1,0,3,1,1,2,1,0,0,0,0,0,0,0,3,1,0,1,2,2,8,1,3,3
153,0,1,0,1,0,1,2,0,0,1,0,1,1,0,1,0,0,3,4,3,0,0,3,0,2,0,0
154,0,0,0,1,1,2,2,0,0,0,0,1,1,0,0,1,0,3,1,0,0,0,3,0,1,3,3
155,0,1,1,1,0,2,2,0,1,0,1,0,0,0,0,1,1,3,3,3,0,0,0,2,1,2,2
156,0,1,1,1,2,3,2,0,0,1,1,1,1,0,0,1,1,1,1,1,2,2,4,8,3,3,3
157,0,0,1,1,2,2,2,2,0,1,0,1,0,1,0,1,1,4,1,4,0,4,3,6,2,2,3
158,0,1,1,1,0,2,2,2,0,1,1,1,1,1,0,1,1,3,1,1,0,1,2,2,3,1,1
159,0,1,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,3,4,4,3,3,4,4,1,3,3
160,0,1,1,1,2,2,2,1,0,1,1,1,0,0,1,0,0,2,2,1,1,1,4,0,2,2,0
161,0,1,1,1,0,2,2,1,1,0,0,1,1,0,0,0,0,3,3,3,0,3,2,6,2,2,2
162,0,1,0,1,2,2,2,1,0,1,1,1,0,0,0,1,1,3,3,3,1,3,4,0,2,0,0
163,0,1,0,1,0,2,0,0,0,1,1,1,1,0,1,0,1,4,2,2,0,3,1,2,1,3,3
164,0,1,1,1,2,2,2,3,1,1,1,1,0,0,1,1,0,4,2,4,0,4,4,0,2,2,2
165,0,1,0,1,0,2,2,1,0,1,0,1,0,1,1,1,1,3,4,1,0,0,1,16,1,3,3
166,0,1,0,1,0,2,0,0,1,1,1,1,1,0,1,0,1,3,2,4,1,3,3,4,1,3,3
167,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,3,1,2,0,0,2,0,1,1,1
168,0,0,0,1,0,1,2,0,1,1,0,0,1,1,0,0,1,4,0,4,0,0,3,0,2,2,0
169,0,0,0,1,1,3,2,0,1,1,0,0,1,0,0,0,0,3,3,1,0,0,2,0,1,3,3
170,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,0,1,2,3,4,1,3,1,0,2,2,0
171,0,1,0,1,2,3,2,1,1,1,0,0,0,0,0,0,0,3,2,1,0,0,2,2,1,1,1
172,0,1,0,1,1,3,2,0,1,1,0,0,0,0,0,0,1,3,3,3,0,2,4,0,1,3,3
173,0,0,0,1,0,1,2,0,1,1,1,1,0,1,0,0,0,3,2,4,0,0,2,0,2,2,0
174,0,0,0,1,0,3,2,1,1,1,0,0,0,0,0,0,1,3,3,4,0,0,3,4,1,3,2
175,0,1,0,1,0,2,2,1,1,1,1,0,0,0,0,0,1,3,3,3,3,3,3,4,1,2,2
176,0,0,0,1,0,3,2,1,1,1,1,0,0,1,0,0,1,2,3,3,0,3,4,2,1,3,3
177,0,1,0,1,0,3,0,0,1,1,1,1,0,1,0,0,1,3,2,3,0,3,3,4,2,2,2
178,0,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,3,2,2,2,3,2,10,1,2,2
179,0,1,0,1,0,2,2,0,1,1,0,1,0,0,0,0,0,4,1,2,0,0,1,4,1,3,3
180,0,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,2,3,2,1,2,2,10,2,2,2
181,0,1,0,1,0,1,2,0,1,1,1,0,0,0,0,0,0,3,1,2,0,1,2,2,1,3,3
182,0,0,0,1,0,3,0,0,1,1,0,1,0,0,0,1,1,4,3,1,1,2,4,0,3,1,1
183,0,0,0,1,0,3,2,0,1,1,0,1,0,0,0,0,0,4,2,2,1,2,0,32,2,2,2
184,0,0,0,1,0,3,2,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,14,1,3,3
185,0,1,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,3,2,3,1,2,3,12,1,3,3
186,0,1,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,2,2,2,0,1,2,2,1,3,3
187,0,1,0,1,2,2,2,0,1,1,1,0,0,0,0,0,0,3,1,2,0,1,4,0,3,1,1
188,0,0,0,0,0,3,2,0,1,1,0,1,1,1,0,0,0,2,2,2,0,2,2,6,2,2,2
189,0,1,1,1,2,1,2,0,1,1,1,1,1,0,0,1,1,2,0,2,0,4,2,4,2,2,3
190,0,0,0,1,0,2,2,0,1,1,1,1,1,0,0,0,1,3,2,2,0,0,1,10,1,3,3
191,0,0,0,1,2,2,2,0,1,1,1,1,0,0,0,0,1,4,2,2,0,0,2,0,2,2,2
192,0,1,0,1,2,0,1,1,1,1,1,0,0,1,0,0,1,3,3,3,3,4,4,12,2,2,2
193,0,1,1,1,0,3,2,0,0,1,0,1,0,0,0,0,1,3,2,1,2,3,4,8,2,2,3
194,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,4,2,2,0,0,2,0,1,3,3
195,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,0,0,3,2,1,0,0,4,0,1,1,1
196,0,1,0,1,1,1,2,0,0,1,1,1,1,0,0,0,1,4,1,2,0,1,4,4,3,1,1
197,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,2,2,3,2,4,2,8,2,2,3
198,0,0,0,1,1,1,2,1,0,1,0,1,1,0,0,0,1,3,1,3,1,2,1,24,3,1,1
199,0,0,0,1,1,3,2,0,1,1,0,0,1,0,0,0,1,3,4,1,0,1,2,0,2,2,3
200,0,0,0,1,0,1,2,0,1,1,0,1,0,0,0,0,1,3,2,4,0,4,1,2,3,1,1
201,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,1,1,3,3,2,0,2,3,6,2,3,3
202,0,0,0,1,2,2,2,0,1,1,0,0,1,1,0,1,1,3,3,3,0,2,0,4,2,2,3
203,0,0,1,1,0,3,2,0,0,1,0,1,1,0,0,0,1,4,2,1,0,1,2,18,2,2,2
204,0,0,1,1,0,3,2,1,3,1,0,0,0,1,0,0,1,4,2,4,0,0,4,6,1,3,3
205,0,0,0,1,0,1,2,0,2,1,0,0,1,0,0,0,0,3,3,2,2,3,4,27,1,2,2
206,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,1,1,2,2,1,1,3,5,2,2,2
207,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,10,1,3,3
208,0,0,0,1,2,1,2,1,0,1,0,0,1,0,0,1,1,3,2,1,0,3,4,6,2,2,3
209,0,0,1,1,0,3,2,1,2,1,0,0,0,0,0,0,0,3,3,1,0,0,3,6,2,2,2
210,0,0,0,1,0,3,1,0,3,1,0,0,0,0,0,0,1,3,2,2,0,1,2,10,2,2,2
211,0,1,0,1,1,1,2,0,1,1,0,0,1,0,0,0,0,4,2,4,3,4,2,13,1,3,3
212,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,1,2,2,3,0,0,3,0,1,3,3
213,0,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,3,3,3,1,3,4,15,2,2,2
214,0,0,1,1,1,0,2,0,0,1,0,0,1,0,0,1,1,4,1,0,0,1,2,12,2,3,3
215,0,0,0,1,0,3,2,1,1,1,1,0,1,0,0,0,1,3,3,3,0,2,0,2,1,1,1
216,0,0,0,1,0,3,2,0,1,1,1,0,1,0,0,0,0,2,3,4,1,3,0,22,2,2,0
217,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,2,1,3,1,3,3,13,2,2,2
218,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,2,2,2,0,3,2,3,2,2,2
219,0,0,0,1,0,2,2,0,2,1,0,0,0,0,0,0,1,3,2,2,0,0,3,4,2,3,3
220,0,0,1,1,2,3,2,1,1,1,0,1,0,0,0,0,1,3,1,4,0,1,4,2,2,2,2
221,0,0,0,1,2,3,2,0,2,1,0,1,0,0,0,1,0,3,2,3,0,0,4,0,2,2,0
222,0,0,0,1,0,0,2,0,1,0,1,1,1,0,0,0,1,1,2,0,0,0,2,2,3,1,1
223,0,1,0,1,0,1,2,1,1,1,0,0,1,0,0,0,1,2,2,2,4,4,3,0,1,3,3
224,0,0,0,1,1,1,2,0,2,1,0,1,0,1,0,0,1,4,2,1,0,0,4,0,1,3,3
225,0,0,1,1,0,3,2,0,1,1,1,1,0,0,0,0,0,4,2,2,0,0,3,16,2,2,2
226,0,0,0,1,0,2,2,0,1,1,1,1,0,1,0,0,1,4,2,3,0,2,2,10,3,1,1
227,0,1,0,1,0,3,0,0,1,1,0,0,1,1,0,0,1,4,2,2,0,2,2,2,1,3,3
228,0,1,0,1,2,2,2,3,1,0,0,0,0,0,0,0,0,3,2,1,3,4,2,14,1,2,2
229,0,0,0,0,2,2,2,1,2,1,1,1,0,0,0,0,0,2,1,2,0,1,2,10,1,3,3
230,0,0,0,1,0,3,0,0,1,1,1,1,0,0,0,0,0,2,1,2,0,1,2,14,1,3,3
231,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,0,1,3,4,1,0,0,0,4,1,3,3
232,0,1,0,1,1,3,2,0,1,0,0,1,0,0,0,0,0,3,4,4,0,2,1,14,1,2,2
233,0,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,3,1,3,1,3,0,2,1,3,3
234,0,1,0,1,2,1,2,1,1,1,0,0,1,0,0,0,1,2,3,1,0,0,4,18,2,2,2
235,0,1,0,1,0,3,2,1,2,1,1,1,0,0,0,0,0,4,2,2,0,2,1,10,1,2,3
236,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,3,3,1,4,4,3,4,1,3,3
237,0,0,0,1,2,1,2,0,0,1,1,1,1,0,0,0,0,3,4,1,0,0,4,20,1,3,3
238,0,0,1,1,2,2,2,2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,2,2,1,3,3
239,0,1,0,1,0,3,0,0,1,1,1,1,1,0,1,0,1,4,4,3,2,4,1,0,2,2,0
240,0,1,0,1,0,2,2,1,1,1,1,1,0,0,0,0,0,1,4,4,0,3,4,14,1,3,3
241,0,1,1,0,1,2,2,1,1,1,0,0,1,0,0,0,1,2,2,2,1,2,3,2,1,3,3
242,0,1,0,1,0,2,2,0,0,1,1,1,0,1,0,0,1,4,3,4,0,0,2,0,2,0,0
243,0,1,0,1,1,2,2,0,0,1,1,1,0,0,0,0,1,4,2,1,0,1,4,0,1,3,3
244,0,0,0,1,2,2,1,1,2,1,0,0,1,1,0,0,0,3,3,3,0,0,2,0,2,0,0
245,0,1,0,1,2,2,2,2,0,1,1,1,1,0,0,0,1,3,2,2,0,0,3,6,3,1,1
